City,State,Latitude,Longitude,Population
Staroleushkovskaya,Russia,45.986662,39.759867,5733
Kosh-Agach,Russia,50,88.666667,5732
Kyakhulay,Russia,42.968386,47.483007,5731
Kirpilskaya,Russia,45.374688,39.699017,5727
Streletskoye,Russia,50.641016,36.469224,5727
Naziya,Russia,59.8,31.383333,5726
Kyshtovka,Russia,56.554983,76.627127,5724
Fatezh,Russia,52.0891,35.8632,5722
Smidovich,Russia,48.6,133.816667,5720
Konstantinovskiy,Russia,57.830054,39.589891,5718
Oktyabrskiy,Russia,56.0573,99.376,5713
Tselinnoye,Russia,54.501111,63.673611,5711
Barsovo,Russia,61.166667,73.166667,5710
Samus,Russia,56.7475,84.699167,5706
Konstantinovka,Russia,49.616667,127.983333,5702
Ulkan,Russia,57.242778,107.327778,5701
Demyansk,Russia,57.643008,32.466,5693
Rzhaksa,Russia,52.133839,42.026402,5692
Rasshevatskaya,Russia,45.574802,41.034958,5686
Tiksi,Russia,71.687222,128.869444,5681
Polotnyanyy Zavod,Russia,54.721389,35.966111,5679
Strelka,Russia,58.072778,93.034444,5677
Subkhankulovo,Russia,54.557407,53.811526,5674
Istok,Russia,56.777,60.8825,5670
Tsentoroy,Russia,43.006581,46.222348,5670
Maslova Pristan,Russia,50.458736,36.740813,5669
Obsharovka,Russia,53.125,48.853056,5668
Starokucherganovka,Russia,46.324758,47.955504,5658
Ansalta,Russia,42.68941,46.117819,5654
Arkhangelskoye,Russia,54.067804,56.40803,5652
Korfovskiy,Russia,48.218333,135.056389,5652
Levokumka,Russia,44.231667,43.15,5651
Batyrëvo,Russia,55.0675,47.611111,5648
Romanovka,Russia,60.044301,30.713997,5647
Ust-Charyshskaya Pristan,Russia,52.3934,83.6635,5647
Cheremshan,Russia,54.666667,51.5,5646
Zavoronezhskoye,Russia,52.8801,40.5526,5645
Gorkovskoye,Russia,55.368585,74.368913,5644
Mitrofanovka,Russia,49.970833,39.693889,5643
Sredniye Achaluki,Russia,43.370527,44.732658,5643
Beno-Yurt,Russia,43.69305,45.050254,5642
Sverdlovskiy,Russia,55.909684,38.149782,5636
Vostochnyy,Russia,58.799909,61.813906,5635
Berezovyy,Russia,51.666667,135.7,5633
Priyutnoye,Russia,46.101111,43.507222,5632
Berdyaush,Russia,55.1619,59.1464,5631
Verkh-Tula,Russia,54.8839,82.7762,5625
Idritsa,Russia,56.331571,28.898842,5623
Lotoshino,Russia,56.234886,35.64273,5623
Glushkovo,Russia,51.339167,34.632778,5618
Palekh,Russia,56.802562,41.855077,5616
Mukhtolovo,Russia,55.467507,43.199734,5615
Kosikha,Russia,53.361667,84.582222,5612
Starobaltachevo,Russia,56.001317,55.921311,5612
Krasnomayskiy,Russia,57.619405,34.409875,5611
Novovyazniki,Russia,56.197498,42.171112,5611
Georgiyevskaya,Russia,44.111389,43.492222,5610
Salym,Russia,60.0625,71.478889,5605
Dolgorukovo,Russia,52.319454,38.345269,5599
Staraya Vichuga,Russia,57.268334,41.87873,5599
Kondratovo,Russia,57.9804,56.1066,5594
Cherdyn,Russia,60.402946,56.478685,5585
Suda,Russia,59.152539,37.558202,5582
Syumsi,Russia,57.11108,51.614938,5582
Gornozavodsk,Russia,46.562222,141.847222,5579
Altud,Russia,43.721944,43.865833,5578
Vetluzhskiy,Russia,57.173548,45.122719,5578
Dubki,Russia,43.021163,46.837457,5576
Kakashura,Russia,42.651944,47.382778,5575
Aromashevo,Russia,56.860179,68.637538,5573
Lebyazhye,Russia,59.961244,29.414868,5572
Okhotsk,Russia,59.383333,143.3,5570
Yelovo,Russia,57.053811,54.920704,5570
Vavozh,Russia,56.775126,51.930977,5569
Bolshoye Kozino,Russia,56.403972,43.714245,5568
Kugulta,Russia,45.363611,42.388889,5564
Belyye Stolby,Russia,55.331365,37.854003,5563
Ukholovo,Russia,53.7929,40.4892,5558
Troitskoye,Russia,49.4405,136.5481,5557
Rudnichnyy,Russia,59.617016,52.470326,5555
Sharan,Russia,54.816667,54,5555
Dobroye,Russia,52.8678,39.8109,5550
Perelyub,Russia,51.866667,50.366667,5549
Yelniki,Russia,54.623476,43.873091,5549
Urkarakh,Russia,42.162973,47.63068,5548
Sanchursk,Russia,56.941254,47.249874,5544
Monetnyy,Russia,57.0472,60.8794,5540
Zdvinsk,Russia,54.702059,78.661053,5539
Mezhevoy,Russia,55.1413,58.7802,5538
Khurba,Russia,50.407222,136.881944,5537
Issa,Russia,53.87049,44.857807,5532
Barsukovskaya,Russia,44.7632,41.8191,5529
Turan,Russia,52.145278,93.919167,5528
Yantarnyy,Russia,54.871023,19.940157,5527
Selty,Russia,57.313201,52.134504,5523
Mingrelskaya,Russia,45.013817,38.340514,5522
Gdov,Russia,58.744242,27.819767,5521
Udobnaya,Russia,44.1932,41.5529,5519
Turochak,Russia,52.2576,87.1224,5514
Zaigrayevo,Russia,51.8336,108.2703,5512
Engel-Yurt,Russia,43.326328,46.360479,5508
Novoutkinsk,Russia,56.992947,59.557135,5507
Kislyakovskaya,Russia,46.4417,39.675,5501
Okoneshnikovo,Russia,54.837668,75.083429,5501
Idrinskoye,Russia,54.370833,92.135833,5498
Gofitskoye,Russia,45.079167,43.046389,5493
Nizhneangarsk,Russia,55.783333,109.55,5493
Krasnooktyabrskiy,Russia,44.5797,40.0793,5491
Linda,Russia,56.615711,44.095442,5489
Urvan,Russia,43.492222,43.760556,5484
Moskovskoye,Russia,45.2842,41.9103,5482
Khrenovoye,Russia,51.12,40.288889,5476
Preobrazhenskaya,Russia,50.741611,43.051798,5475
Demikhovo,Russia,55.796854,38.884039,5474
Mstera,Russia,56.378889,41.92,5470
Petropavlovka,Russia,50.1017,40.8847,5469
Krasnoshchëkovo,Russia,51.670833,82.728889,5463
Pristen,Russia,51.235512,36.695937,5463
Bolshoye Sorokino,Russia,56.634457,69.818913,5462
Terenga,Russia,53.7168,48.3723,5461
Chernyshkovskiy,Russia,48.421875,42.230825,5458
Yaroslavskaya,Russia,44.610556,40.464167,5458
Novyy Sulak,Russia,43.212391,46.814258,5454
Alkhazurovo,Russia,43.063903,45.65134,5452
Tura,Russia,64.283333,100.25,5444
Vladimiro-Aleksandrovskoye,Russia,42.894444,133.077778,5444
Sovetskoye,Russia,52.286111,85.413056,5441
Piterka,Russia,50.680297,47.445395,5437
Skoropuskovskiy,Russia,56.366667,38.166667,5434
Strelka,Russia,45.20633,37.286496,5433
Tarnogskiy Gorodok,Russia,60.499722,43.576111,5432
Kalevala,Russia,65.20519,31.175629,5431
Chukhloma,Russia,58.753748,42.683184,5430
Rostovka,Russia,55.3842,71.88913,5423
Yuzhno-Kurilsk,Russia,44.030556,145.855556,5413
Yerofey Pavlovich,Russia,53.966667,121.966667,5409
Onguday,Russia,50.75,86.15,5406
Tonkino,Russia,57.372573,46.462938,5406
Dubrovka,Russia,59.844722,30.934167,5405
Sars,Russia,56.474884,57.117333,5404
Krasnoarmeyskoye,Russia,52.7196,50.0213,5403
Bavtugay,Russia,43.168084,46.834152,5398
Krotovka,Russia,53.285797,51.168604,5398
Znamenskoye,Russia,57.128056,73.828214,5391
Kutulik,Russia,53.350833,102.783889,5390
Bokhan,Russia,53.153,103.7714,5387
Chernolesskoye,Russia,44.715556,43.713333,5386
Martan-Chu,Russia,43.063663,45.562174,5385
Bureya,Russia,49.8133,129.8131,5383
Severnoye,Russia,56.349121,78.361888,5373
Kargalinskaya,Russia,43.743813,46.478211,5371
Kashkhatau,Russia,43.318484,43.60804,5367
Novodzherelievskaya,Russia,45.773733,38.672267,5365
Zykovo,Russia,55.9533,93.1507,5365
Kletskaya,Russia,49.31455,43.058437,5362
Golovchino,Russia,50.5341,35.797,5356
Yumaguzino,Russia,52.904119,56.393289,5353
Pionerskiy,Russia,61.194722,62.868889,5348
Pervomayskoye,Russia,43.938471,42.476,5345
Bazarnyye Mataki,Russia,54.883333,49.933333,5339
Syava,Russia,58.014573,46.32216,5339
Beya,Russia,53.053333,90.913889,5338
Novozavedennoye,Russia,44.262778,43.638056,5336
Podgornaya,Russia,44.203056,43.429722,5336
Kyren,Russia,51.6828,102.1408,5334
Petrovskoye,Russia,57.010386,39.269279,5324
Leninskoye,Russia,58.316374,47.088557,5323
Krasnyy Yar,Russia,55.242422,72.926348,5322
Shalazhi,Russia,43.094757,45.358977,5319
Andi,Russia,42.783595,46.261709,5318
Dzhubga,Russia,44.3211,38.7073,5314
Olkhovka,Russia,49.857943,44.562052,5314
Kadnikov,Russia,59.502184,40.338031,5312
Azovo,Russia,54.699716,73.023672,5311
Nikolskoye,Russia,51.4652,38.8296,5309
Molochnyy,Russia,68.853892,33.020463,5308
Usogorsk,Russia,63.410636,48.687225,5308
Melioratorov,Russia,57.210647,65.607744,5306
Krasnolesnyy,Russia,51.880716,39.587716,5305
Russkiy Kameshkir,Russia,52.859548,46.088611,5305
Imeni Vorovskogo,Russia,55.731899,38.323684,5303
Lukovskaya,Russia,43.729516,44.633454,5299
Uporovo,Russia,56.310934,66.269261,5299
Spokoynaya,Russia,44.2468,41.4015,5291
Mayna,Russia,53.006389,91.483611,5287
Nikolskoye,Russia,47.7624,46.4067,5281
Rzhanitsa,Russia,53.428443,33.922968,5281
Borogontsy,Russia,62.668333,131.168333,5280
Sambek,Russia,47.743056,39.830833,5278
Zhigalovo,Russia,54.809722,105.157778,5272
Orda,Russia,57.195086,56.909078,5270
Yelan-Koleno,Russia,51.1523,41.2306,5270
Shigony,Russia,53.3318,48.6423,5268
Asekeyevo,Russia,53.57425,52.797236,5267
Zlynka,Russia,52.4267,31.7378,5261
Uchaly,Russia,54.2996,59.4521,5260
Lenina,Russia,46.066667,39.783333,5259
Olginskaya,Russia,47.187939,39.94925,5255
Pustoshka,Russia,56.335474,29.369008,5253
Kropachëvo,Russia,55.0112,57.9896,5252
Zelenogorskiy,Russia,55.033333,87,5249
Nizhniye Achaluki,Russia,43.402798,44.759079,5248
Slavsk,Russia,55.042504,21.677044,5248
Kiknur,Russia,57.27,47.1845,5246
Nizhnyaya Omka,Russia,55.433755,74.942563,5246
Tarumovka,Russia,44.076063,46.536134,5245
Ikovka,Russia,55.608889,64.9375,5243
Proletariy,Russia,58.434231,31.704619,5240
Sudislavl,Russia,57.881746,41.708293,5236
Roshchino,Russia,55.3093,61.2635,5231
Blagodatnoye,Russia,45.399722,42.586667,5230
Novodmitriyevskaya,Russia,44.834722,38.877222,5230
Veseloyarsk,Russia,51.283611,81.105556,5230
Bolshevik,Russia,51.0228,41.6131,5229
Rovnoye,Russia,50.776504,46.050855,5228
Gumrak,Russia,48.782553,44.382403,5227
Mayskiy,Russia,58.102842,55.570559,5224
Verkh-Chebula,Russia,56.0308,87.6218,5224
Berdyuzhye,Russia,55.804444,68.320556,5223
Koshkeldy,Russia,43.250233,46.352658,5221
Shkotovo,Russia,43.331944,132.3625,5221
Nikolayevka,Russia,47.303845,38.840169,5220
Arkhangelskoye,Russia,44.613889,44.089444,5217
Manaskent,Russia,42.740204,47.691402,5216
Amurzet,Russia,47.696667,131.098056,5213
Stanovoye,Russia,52.734686,38.326406,5211
Vydrino,Russia,51.4892,104.8429,5211
Gundorovskiy,Russia,46.780474,41.896803,5210
Makhalino,Russia,53.085435,46.221079,5210
Grivenskaya,Russia,45.647302,38.175974,5208
Ust-Kulom,Russia,61.686359,53.690205,5205
Andreyevo,Russia,55.9465,41.1505,5204
Kamyshevatskaya,Russia,46.413159,37.956316,5201
Bobrovskiy,Russia,56.6732,60.9807,5198
Krasnoyarskaya,Russia,47.4955,42.1856,5198
Alpatovo,Russia,43.702795,45.241542,5192
Bolshoye Nagatkino,Russia,54.5187,47.9716,5189
Lyubokhna,Russia,53.503322,34.388469,5188
Peno,Russia,56.92624,32.742625,5187
Durgeli,Russia,42.666999,47.294349,5185
Karaidel,Russia,55.833725,56.906922,5184
Novopetrovskoye,Russia,55.992778,36.471944,5184
Ust-Uda,Russia,54.1742,103.0304,5169
Turgenevo,Russia,54.845545,46.329676,5168
Pankrushikha,Russia,53.831944,80.340556,5160
Priladozhskiy,Russia,59.85,31.483333,5159
Ryazanskaya,Russia,44.955279,39.588938,5157
Verkh-Neyvinskiy,Russia,57.269,60.1373,5156
Sechenovo,Russia,55.224444,45.890556,5151
Bada,Russia,51.392,109.8717,5149
Karabash,Russia,54.692998,52.583586,5149
Yarkovo,Russia,54.8056,82.5989,5149
Avsyunino,Russia,55.558177,39.066637,5148
Bamut,Russia,43.159855,45.19734,5148
Antipino,Russia,57.106792,65.757554,5147
Starozhilovo,Russia,54.2254,39.916,5147
Gornyye Klyuchi,Russia,45.25,133.5,5146
Krasnoyarsk-66,Russia,56.2747,91.5305,5142
Stolbovaya,Russia,55.250215,37.492492,5142
Ostrovskoye,Russia,57.805744,42.243316,5138
Tyukhtet,Russia,56.538889,89.301111,5138
Chernyshevskiy,Russia,63.012778,112.471389,5137
Chiri-Yurt,Russia,43.088693,45.743225,5136
Bayevo,Russia,53.283333,80.766667,5134
Novokorsunskaya,Russia,45.640804,39.146412,5133
Gikalo,Russia,43.22831,45.733121,5130
Novosmolinskiy,Russia,56.284096,43.050713,5128
Dvurechensk,Russia,56.5982,61.0953,5121
Pryamitsyno,Russia,51.6561,35.9314,5120
Takhtamukay,Russia,44.9215,38.995826,5120
Ladovskaya Balka,Russia,45.629649,41.402309,5117
Pravokumskoye,Russia,44.769444,44.647222,5117
Sotnikovskoye,Russia,45.003889,43.777222,5116
Spas-Demensk,Russia,54.412222,34.022568,5114
Gergebil,Russia,42.504722,47.066111,5107
Primorsk,Russia,60.365806,28.618205,5107
Neverkino,Russia,52.785409,46.741736,5105
Verkhovazhye,Russia,60.747174,42.046518,5105
Pervomayskoye,Russia,53.721111,84.018333,5103
Polovinnoye,Russia,54.791389,65.986389,5103
Nezhinka,Russia,51.7676,55.3694,5100
Tayturka,Russia,52.869167,103.460833,5100
Novobataysk,Russia,46.898056,39.781944,5097
Ali-Berdukovskiy,Russia,43.989521,41.742123,5093
Kumëny,Russia,58.108866,49.916137,5090
Nizhneshilovka,Russia,43.47362,40.000101,5090
Vygonichi,Russia,53.098549,34.067284,5086
Shvartsevskiy,Russia,54.091737,37.990534,5083
Nikolayevka,Russia,54.1451,45.1444,5081
Opalikha,Russia,55.825932,37.252782,5081
Krivopolyanye,Russia,53.230215,39.929734,5080
Russkiy,Russia,43.014722,131.864167,5080
Olenino,Russia,56.209167,33.488882,5079
Nozhay-Yurt,Russia,43.092901,46.378682,5073
Nesterov,Russia,54.630556,22.571389,5072
Vorontsovka,Russia,50.6132,40.3549,5067
Grebenskaya,Russia,43.530861,46.371736,5066
Yasnaya Polyana,Russia,44.0225,42.7539,5064
Tayzhina,Russia,53.6679,87.4362,5063
Lesnoy Gorodok,Russia,55.638933,37.208295,5056
Bratskoye,Russia,43.653611,44.888889,5053
Novaya Tavolzhanka,Russia,50.351234,36.8298,5053
Pindushi,Russia,62.915187,34.579956,5053
Karakulino,Russia,56.012004,53.706691,5052
Turtas,Russia,58.941667,69.1325,5050
Zonalnaya Stantsiya,Russia,56.430278,85.012778,5050
Gornopravdinsk,Russia,60.05,69.9,5048
Novoilinsk,Russia,51.6829,108.7143,5045
Seshcha,Russia,53.718,33.3933,5038
Staroaleyskoye,Russia,51.006111,82,5037
Achit,Russia,56.7985,57.8994,5036
Verkhniy Naur,Russia,43.61033,45.245416,5036
Yevsino,Russia,54.4136,83.322,5036
Bokovskaya,Russia,49.228988,41.830603,5032
Kalashnikovo,Russia,57.28237,35.226172,5032
Agalatovo,Russia,60.219499,30.273877,5028
Pervomayskaya,Russia,43.403307,45.523435,5026
Baryshevo,Russia,54.9564,83.1822,5024
Podgornoye,Russia,57.788611,82.651944,5024
Pokrovo-Prigorodnoye,Russia,52.684049,41.417521,5012
Sadovoye,Russia,51.531111,40.501944,5011
Shkurinskaya,Russia,46.5858,39.3599,5005
Doschatoye,Russia,55.3886,42.1032,5004
Kyzyl-Mazhalyk,Russia,51.133333,90.6,5004
Rozhdestveno,Russia,53.237446,50.059706,5004
Chemodanovka,Russia,53.231621,45.247377,5002
Tuzha,Russia,57.606149,47.935974,5002
Lyamino,Russia,58.2839,57.725,5000
Ust-Ishim,Russia,57.6935,71.1665,4999
Pyatigorskiy,Russia,43.974167,43.258333,4997
Yakovlevka,Russia,44.425,133.477222,4996
Sedelnikovo,Russia,56.946383,75.306594,4994
Star,Russia,53.623617,34.151832,4994
Chik,Russia,54.9928,82.4311,4991
Novyy Redant,Russia,43.470136,44.806064,4990
Oparino,Russia,59.851786,48.278256,4986
Plotnikovo,Russia,55.024722,85.943611,4983
Kayasula,Russia,44.325,45,4982
Nagorsk,Russia,59.317222,50.807778,4982
Avdon,Russia,54.666667,55.716667,4980
Pshekhskaya,Russia,44.695966,39.79665,4979
Murino,Russia,60.049441,30.445874,4977
Svecha,Russia,58.278494,47.516358,4971
Letnyaya Stavka,Russia,45.430556,43.447222,4969
Pribelskiy,Russia,54.3842,56.4519,4969
Sasykoli,Russia,47.55153,46.996791,4965
Tlyustenkhabl,Russia,44.982781,39.096392,4964
Aushiger,Russia,43.396111,43.731667,4955
Dolgoye,Russia,52.057778,37.533333,4953
Kardymovo,Russia,54.890164,32.431113,4951
Vagay,Russia,57.9375,69.021667,4951
Bolshaya Irba,Russia,54.076944,92.930556,4949
Kazanskaya,Russia,49.793333,41.146667,4946
Zaymishche,Russia,52.7264,32.2334,4942
Ishcherskaya,Russia,43.713594,45.133706,4941
Shebalino,Russia,51.291667,85.677222,4939
Ust-Kamchatsk,Russia,56.236667,162.518889,4939
Zakan-Yurt,Russia,43.259722,45.420556,4939
Nemchinovka,Russia,55.722885,37.36086,4938
Togul,Russia,53.465,85.9128,4937
Bolshoy Tsaryn,Russia,47.851944,45.424167,4936
Khomutovka,Russia,51.9207,34.5619,4936
Khamamatyurt,Russia,43.608091,46.500602,4935
Arya,Russia,57.491459,45.966911,4931
Malaya Serdoba,Russia,52.4661,44.9512,4922
Khomutovo,Russia,52.465833,104.4025,4918
Yazykovo,Russia,54.2922,47.3891,4918
Zubutli-Miatli,Russia,43.198859,46.812413,4918
Prochnookopskaya,Russia,45.0666,41.1175,4916
Dzhida,Russia,50.677222,106.180556,4913
Ilinskaya,Russia,45.7223,40.7213,4911
Tomari,Russia,47.765833,142.068333,4910
Chastyye,Russia,57.288761,54.972781,4907
Novosysoyevka,Russia,44.235,133.364167,4903
Dalneye Konstantinovo,Russia,55.810253,44.095949,4902
Khvorostyanka,Russia,52.6096,48.9597,4899
Niny,Russia,44.487778,43.948889,4894
Nikolskoye,Russia,57.808308,41.103323,4891
Zolotukhino,Russia,52.084204,36.377766,4886
Yar-Sale,Russia,66.833333,70.833333,4885
Khokhol,Russia,51.5628,38.7683,4876
Primalkinskoye,Russia,43.746667,44.008333,4873
Kukushtan,Russia,57.6464,56.4952,4870
Kopyevo,Russia,54.991389,89.8225,4863
Prigorodnoye,Russia,43.253035,45.758077,4863
Ponazyrevo,Russia,58.357836,46.314211,4861
Novaya Bryan,Russia,51.7159,108.2691,4860
Novobiryusinskiy,Russia,56.9578,97.7076,4855
Pyatnitskoye,Russia,50.4233,37.8273,4855
Yasenskaya,Russia,46.3592,38.269,4855
Kaz,Russia,52.9113,87.3105,4854
Krasnyy Bor,Russia,59.681944,30.668056,4852
Mokrousovo,Russia,55.810278,66.765278,4851
Novaya Lyada,Russia,52.713089,41.638717,4851
Radishchevo,Russia,52.854592,47.876437,4845
Amzya,Russia,56.235416,54.386852,4843
Fornosovo,Russia,59.568889,30.554444,4841
Detchino,Russia,54.809234,36.307499,4838
Karata,Russia,42.594858,46.339299,4838
Krasnoborsk,Russia,61.559777,45.933956,4838
Zharkovskiy,Russia,55.849,32.2697,4833
Pevek,Russia,69.700833,170.313333,4832
Ust-Tsilma,Russia,65.441037,52.149783,4830
Brinkovskaya,Russia,46.028712,38.585781,4821
Bereslavka,Russia,48.62541,44.044914,4817
Nekrasovskaya,Russia,45.144681,39.748678,4814
Leshukonskoye,Russia,64.898939,45.762196,4813
Oktyabrskiy,Russia,53.790399,39.476614,4813
Akusha,Russia,42.268846,47.341142,4810
Nachalovo,Russia,46.338004,48.201282,4808
Bolshiye Dvory,Russia,55.820052,38.645147,4801
Teguldet,Russia,57.306389,88.166667,4801
Komsomolskoye,Russia,55.261027,47.544734,4793
Kamyshla,Russia,54.116933,52.142617,4789
Neftegorsk,Russia,44.3658,39.7078,4785
Goragorskiy,Russia,43.500199,45.085743,4783
Turukhansk,Russia,65.816667,87.983333,4774
Krasnokamensk,Russia,54.333889,93.259444,4773
Maloyaz,Russia,55.1815,58.1596,4773
Serzhen-Yurt,Russia,43.122652,45.985826,4773
Lvovskoye,Russia,45.007808,38.599928,4771
Usolye,Russia,53.3912,49.0624,4769
Uni,Russia,57.753511,51.492325,4767
Nizhniy Chir,Russia,48.359732,43.0865,4765
Rassvet,Russia,46.7428,41.2342,4765
Berkakit,Russia,56.5807,124.7681,4764
Kadoshkino,Russia,54.0257,44.4191,4763
Loknya,Russia,56.829983,30.146647,4762
Kemlya,Russia,54.639,45.736,4761
Strelitsa,Russia,51.6083,38.9102,4761
Kalininaul,Russia,43.071209,46.566786,4752
Ostrovnoy,Russia,68.053056,39.513056,4747
Krasnogvardeyskiy,Russia,57.379279,62.319523,4746
Moryakovskiy Zaton,Russia,56.695556,84.646667,4745
Siva,Russia,58.382041,54.38037,4744
Uglovskoye,Russia,51.3557,80.1942,4744
Deyskoye,Russia,43.475457,44.161824,4736
Zasechnoye,Russia,53.109201,45.079356,4733
Aleksandrovka,Russia,46.7885,38.98126,4731
Zaykovo,Russia,57.5613,62.756809,4731
Is,Russia,58.79328,59.718321,4729
Kiyevskoye,Russia,45.038287,37.888295,4727
Temirtau,Russia,53.1377,87.4538,4723
Yashalta,Russia,46.3395,42.2762,4723
Selikhino,Russia,50.367156,137.499575,4722
Nikolo-Pavlovskoye,Russia,57.783056,60.057778,4721
Ugra,Russia,54.777748,34.326742,4721
Soloneshnoye,Russia,51.6544,84.3197,4716
Bugry,Russia,60.071211,30.392251,4715
Kuznechnoye,Russia,61.120041,29.868645,4714
Nekhayevskiy,Russia,50.4106,41.7561,4714
Armizonskoye,Russia,55.946111,67.673611,4711
Bezhanitsy,Russia,56.976695,29.890654,4711
Russko-Vysotskoye,Russia,59.699634,29.944036,4711
Trudarmeyskiy,Russia,54.132,86.4098,4711
Vadinsk,Russia,53.691573,43.057437,4708
Ternovka,Russia,51.678031,41.637503,4703
Surgut,Russia,53.924983,51.203476,4699
Severnoye,Russia,54.093467,52.54393,4695
Miloslavskoye,Russia,53.581522,39.43992,4693
Stantsionno-Oyashinskiy,Russia,55.4664,83.8245,4689
Vlasikha,Russia,53.297222,83.574167,4687
Yagodnoye,Russia,62.55,149.666667,4685
Kommunarka,Russia,55.569519,37.489322,4684
Burla,Russia,53.3362,78.3301,4682
Uspenskaya,Russia,45.764478,41.066963,4682
Irbeyskoye,Russia,55.6396,95.4515,4681
Ptichye,Russia,45.525204,41.716017,4680
Bagdarin,Russia,54.433333,113.6,4676
Kulary,Russia,43.239722,45.504167,4673
Bykov,Russia,47.316667,142.55,4672
Tuim,Russia,54.341667,89.926111,4669
Lomintsevskiy,Russia,53.985482,37.664714,4666
Chinar,Russia,42.107983,48.143206,4665
Vokhma,Russia,58.930305,46.758593,4663
Anuchino,Russia,43.962222,133.054444,4658
Chekhov,Russia,47.442778,141.978889,4653
Soldatskaya,Russia,43.818056,43.815833,4651
Gornyy Shchit,Russia,56.688153,60.519469,4648
Khomutovo,Russia,52.853863,37.438799,4647
Surovatikha,Russia,55.765158,43.898453,4644
Bogoslovka,Russia,53.208372,44.801328,4636
Sangar,Russia,63.924167,127.473889,4633
Atyuryevo,Russia,54.322896,43.339571,4628
Listvyagi,Russia,53.6772,86.951,4627
Bograd,Russia,54.234444,90.832778,4623
Novogagatli,Russia,43.456769,46.481753,4619
Mukhen,Russia,48.1,136.1,4617
Kokino,Russia,52.4964,34.7808,4616
Orel-Izumrud,Russia,43.460047,39.923767,4614
Ilinka,Russia,46.238299,47.900683,4612
Starobachaty,Russia,54.2425,86.2072,4608
Shumyachi,Russia,53.858333,32.424167,4607
Ispravnaya,Russia,44.0682,41.6102,4606
Yurginskoye,Russia,56.818883,67.392114,4606
Knevichi,Russia,43.405,132.188889,4605
Yermish,Russia,54.767778,42.271111,4598
Verkhneye Dubrovo,Russia,56.7528,61.0468,4596
Sakmara,Russia,51.984377,55.333799,4594
Gurbuki,Russia,42.611284,47.600669,4592
Ponyri,Russia,52.317453,36.302611,4591
Alekseyevka,Russia,52.584,51.28,4590
Krasnyy,Russia,54.563399,31.432238,4590
Novosheshminsk,Russia,55.065129,51.233756,4585
Saryg-Sep,Russia,51.5,95.6,4582
Uvat,Russia,59.143333,68.895278,4581
Dachnoye,Russia,42.960668,44.659441,4579
Babushkin,Russia,51.712222,105.864722,4578
Safonovo,Russia,69.060428,33.295228,4578
Urshelskiy,Russia,55.678325,40.216924,4576
Apastovo,Russia,55.202926,48.510908,4575
Saltykovka,Russia,55.766794,37.935327,4573
Pokrovskoye,Russia,52.4349,36.638008,4566
Kashirskoye,Russia,51.419446,39.612479,4564
Krasnogorodsk,Russia,56.835685,28.282236,4563
Lebyazhye,Russia,51.6869,80.8465,4559
Peleduy,Russia,59.628889,112.740556,4556
Utevka,Russia,52.9035,50.9495,4556
Yusva,Russia,58.963123,54.960359,4556
Zyukayka,Russia,58.204156,54.707839,4556
Kurmanayevka,Russia,52.5093,52.0675,4552
Sukhobuzimskoye,Russia,56.5,93.272778,4550
Myurego,Russia,42.410868,47.693038,4548
Troitskoye,Russia,55.3,38.533333,4548
Tsibanobalka,Russia,44.980337,37.343841,4548
Ulukulevo,Russia,54.4355,56.3221,4546
Khvastovichi,Russia,53.46942,35.094093,4545
Novaya Maka,Russia,41.771729,48.361489,4545
Khatukay,Russia,45.190742,39.663205,4538
Palatka,Russia,60.1,150.9,4534
Parkovyy,Russia,45.833056,40.145556,4524
Bolshoye Polpino,Russia,53.239531,34.507776,4521
Pravdinsk,Russia,54.442894,21.017853,4515
Ust-Omchug,Russia,61.15,149.633333,4515
Dyadkovskaya,Russia,45.553751,39.193336,4514
Pervoye Maya,Russia,50.889972,39.591904,4512
Fevralsk,Russia,52.466667,130.716667,4510
Krasnogorskoye,Russia,57.708286,52.500024,4508
Overyata,Russia,58.03408,55.839187,4507
Russkoye,Russia,43.839722,44.615,4507
Monastyrshchina,Russia,54.34961,31.837951,4501
Oktyabrskiy,Russia,47.970443,43.641577,4497
Ilaskhan-Yurt,Russia,43.279098,46.102287,4496
Khislavichi,Russia,54.187142,32.158166,4496
Sebrovo,Russia,50.0981,43.2976,4496
Dukhovshchina,Russia,55.1919,32.4111,4494
Lyuban,Russia,59.35,31.216667,4494
Krasnenkaya,Russia,52.760921,41.449989,4489
Zavetnyy,Russia,44.9316,41.1373,4486
Lermontovka,Russia,47.145278,134.338333,4479
Losevo,Russia,50.676667,40.045,4476
Zapolyarnyy,Russia,67.483333,63.75,4476
Krym,Russia,47.300246,39.516371,4475
Pervomayskoye,Russia,60.35922,29.742402,4473
Novoomskiy,Russia,54.84152,73.301739,4467
Novolakskoye,Russia,43.119519,46.48281,4463
Buribay,Russia,51.961667,58.159167,4461
Novichikha,Russia,52.204,81.3877,4460
Urdoma,Russia,61.753352,48.544195,4460
Kamskoye Ustye,Russia,55.204,49.2683,4459
Cheremnoye,Russia,53.169722,83.213333,4458
Almenevo,Russia,54.943889,63.577778,4456
Bystryy Istok,Russia,52.3479,84.4698,4455
Kaltasy,Russia,55.969264,54.803214,4454
Osa,Russia,53.387222,103.876944,4454
Kyra,Russia,49.5776,111.9753,4452
Nalobikha,Russia,53.200556,84.603889,4451
Tarskoye,Russia,42.966986,44.771145,4449
