City,State,Latitude,Longitude,Pop
Heddesheim,Germany,49.505556,8.603611,11673
Besigheim,Germany,48.983333,9.133333,11667
Calbe,Germany,51.9,11.766667,11666
Lehre,Germany,52.333333,10.666667,11664
Rudersberg,Germany,48.883333,9.533333,11651
Gangelt,Germany,50.983333,6,11647
Münchberg,Germany,50.2,11.783333,11646
Trostberg,Germany,48.033333,12.55,11640
Ladenburg,Germany,49.475,8.606944,11621
Eisenberg,Germany,50.966667,11.9,11616
Burgthann,Germany,49.35,11.3,11615
Eichenau,Germany,48.166667,11.316667,11614
Lindenberg,Germany,47.6,9.9,11614
Möhnesee,Germany,51.5,8.133333,11612
Harrislee,Germany,54.8,9.383333,11600
Bad Dürrenberg,Germany,51.3,12.066667,11587
Dinkelsbühl,Germany,49.066667,10.316667,11581
Billerbeck,Germany,51.966667,7.3,11578
Schotten,Germany,50.5,9.133333,11570
Holzgerlingen,Germany,48.633333,9.016667,11567
Neuhausen,Germany,48.683333,9.283333,11566
Gemünden,Germany,50.05,9.7,11560
Bad Sassendorf,Germany,51.583333,8.166667,11552
Neuenburg,Germany,47.813418,7.563494,11538
Vilsbiburg,Germany,48.45,12.35,11538
Ochsenfurt,Germany,49.65,10.083333,11531
Vienenburg,Germany,51.95,10.566667,11518
Hirschaid,Germany,49.819444,10.990833,11514
Ergolding,Germany,48.583333,12.166667,11513
Lorch,Germany,48.8,9.683333,11503
Poing,Germany,48.166667,11.816667,11498
Steinheim,Germany,48.966667,9.283333,11493
Gundelfingen,Germany,48.05,7.866667,11475
Geeste,Germany,52.6,7.266667,11456
Rodenbach,Germany,50.15,9.033333,11455
Rüthen,Germany,51.483333,8.45,11453
Lügde,Germany,51.95,9.25,11448
Wald-Michelbach,Germany,49.57,8.831667,11447
Westerkappeln,Germany,52.316667,7.883333,11443
Marpingen,Germany,49.45,7.05,11439
Gärtringen,Germany,48.65,8.9,11438
Neuhof,Germany,50.433333,9.616667,11437
Raesfeld,Germany,51.766667,6.85,11430
Roding,Germany,49.196389,12.518611,11428
Flöha,Germany,50.866667,13.066667,11427
Friedrichsthal,Germany,49.316667,7.1,11425
Bad Wildbad,Germany,48.75,8.55,11411
Raubling,Germany,47.783333,12.1,11403
Braunfels,Germany,50.516667,8.4,11398
Stelle,Germany,53.383333,10.116667,11396
Miesbach,Germany,47.783333,11.833333,11394
Bad Doberan,Germany,54.1,11.9,11373
Lichtenau,Germany,51.616667,8.9,11350
Waltershausen,Germany,50.9,10.566667,11345
Bockenem,Germany,52.016667,10.133333,11328
Kyritz,Germany,52.95,12.4,11321
Dassel,Germany,51.8,9.683333,11319
Manching,Germany,48.716667,11.5,11297
Welzheim,Germany,48.883333,9.65,11286
Isselburg,Germany,51.833333,6.466667,11274
Niesky,Germany,51.3,14.816667,11260
Bad Schwalbach,Germany,50.133333,8.066667,11259
Markt Schwaben,Germany,48.2,11.883333,11251
Meitingen,Germany,48.55,10.85,11245
Felsberg,Germany,51.133333,9.416667,11244
Olbernhau,Germany,50.666667,13.333333,11206
Steinau,Germany,50.316667,9.466667,11199
Lauffen,Germany,49.074444,9.146944,11191
Morbach,Germany,49.816667,7.116667,11184
Rehburg-Loccum,Germany,52.466667,9.2,11180
Premnitz,Germany,52.533333,12.333333,11176
Grünwald,Germany,48.05,11.516667,11173
Rosendahl,Germany,51.766667,7.95,11132
Sinzheim,Germany,48.766667,8.166667,11131
Altensteig,Germany,48.583333,8.6,11122
Bad Gandersheim,Germany,51.866667,10.033333,11100
Apen,Germany,53.216667,7.8,11093
Ebersberg,Germany,48.083333,11.966667,11082
Nideggen,Germany,50.7,6.483333,11075
Kissing,Germany,48.3,10.983333,11072
Wolnzach,Germany,48.6,11.616667,11071
Haigerloch,Germany,48.366667,8.8,11066
Diez,Germany,50.366667,8.016667,11065
Laichingen,Germany,48.5,9.683333,11063
Donzdorf,Germany,48.683333,9.816667,11038
Gengenbach,Germany,48.4,8.016667,11035
Schwaigern,Germany,49.143889,9.055,11032
Marktheidenfeld,Germany,49.844167,9.603889,11023
Essenbach,Germany,48.616667,12.216667,11013
Gaimersheim,Germany,48.816667,11.366667,10998
Grevesmühlen,Germany,53.866667,11.183333,10993
Lauingen,Germany,48.566667,10.433333,10991
Anröchte,Germany,51.566667,8.333333,10981
Ueckermünde,Germany,53.733333,14.05,10951
Rheinau,Germany,48.866667,8.2,10885
Lahstedt,Germany,52.25,10.216667,10882
Bad Liebenwerda,Germany,51.516667,13.4,10880
Hasbergen,Germany,52.233333,7.933333,10863
Friedeburg,Germany,53.45,7.833333,10822
Burgkirchen,Germany,48.166667,12.733333,10795
Merchweiler,Germany,49.35,7.05,10795
Reiskirchen,Germany,50.6,8.833333,10771
Langenzenn,Germany,49.5,10.8,10767
Grimmen,Germany,54.1,13.05,10764
Werneck,Germany,49.983333,10.1,10764
Visselhövede,Germany,52.983333,9.6,10757
Limburgerhof,Germany,49.424444,8.391944,10750
Malente,Germany,54.183333,10.566667,10731
Leutenbach,Germany,48.883333,9.4,10718
Waldkirchen,Germany,48.733333,13.6,10716
Eningen,Germany,48.483333,9.25,10715
Salzhemmendorf,Germany,52.066667,9.616667,10709
Eichenzell,Germany,50.483333,9.7,10708
Böhl-Iggelheim,Germany,49.380556,8.303889,10694
Planegg,Germany,48.1,11.416667,10669
Blumberg,Germany,47.833333,8.533333,10666
Nohfelden,Germany,49.583333,7.15,10666
Neustadt,Germany,51.033333,14.216667,10649
Kirchlinteln,Germany,52.95,9.316667,10644
Boizenburg,Germany,53.383333,10.716667,10634
Betzdorf,Germany,50.783333,7.883333,10615
Maxhütte-Haidhof,Germany,49.2025,12.098056,10610
Kriftel,Germany,50.083333,8.483333,10590
Wolmirstedt,Germany,52.25,11.633333,10589
Mörlenbach,Germany,49.599167,8.734722,10566
Torgelow,Germany,53.633333,14.016667,10551
Kirkel,Germany,49.283333,7.233333,10509
Zwiesel,Germany,49.016667,13.233333,10484
Friedland,Germany,51.416667,9.933333,10472
Riedlingen,Germany,48.15,9.466667,10466
Möglingen,Germany,48.883333,9.133333,10460
Bogen,Germany,48.916667,12.683333,10458
Kümmersbruck,Germany,49.419167,11.888333,10458
Birkenfeld,Germany,48.866667,8.633333,10444
Herxheim,Germany,49.509167,8.179167,10443
Mülheim-Kärlich,Germany,50.383333,7.5,10414
Birkenau,Germany,49.5625,8.706944,10406
Weeze,Germany,51.633333,6.2,10371
Diedorf,Germany,48.35,10.766667,10348
Kolkwitz,Germany,51.75,14.25,10336
Bad Nenndorf,Germany,52.333333,9.366667,10323
Wunsiedel,Germany,50.033333,12.016667,10319
Hilter,Germany,52.15,8.15,10312
Schwieberdingen,Germany,48.883333,9.066667,10308
Korb,Germany,48.85,9.366667,10305
Rehau,Germany,50.25,12.033333,10279
Augustdorf,Germany,51.9,8.733333,10275
Prien,Germany,47.866667,12.333333,10264
Laubach,Germany,50.55,8.983333,10262
Schlitz,Germany,50.666667,9.566667,10248
Weil im Schönbuch,Germany,48.616667,9.066667,10245
Gottmadingen,Germany,47.733333,8.783333,10242
Oftersheim,Germany,49.365278,8.583056,10228
Steinbach,Germany,50.166667,8.566667,10223
Lollar,Germany,50.65,8.7,10206
Engen,Germany,47.85,8.766667,10195
Cadolzburg,Germany,49.45,10.866667,10188
Wildberg,Germany,48.633333,8.75,10186
Feldkirchen-Westerham,Germany,47.9,11.85,10177
Rutesheim,Germany,48.8,8.95,10175
Heubach,Germany,48.783333,9.933333,10164
Mengen,Germany,48.05,9.333333,10155
Obernkirchen,Germany,52.266667,9.133333,10155
Schönaich,Germany,48.65,9.066667,10145
Höchst,Germany,49.799722,8.999444,10143
Bobenheim-Roxheim,Germany,49.5875,8.357778,10129
Denkendorf,Germany,48.683333,9.316667,10096
Erlenbach,Germany,49.803889,9.163889,10095
Altusried,Germany,47.8,10.216667,10084
Büdelsdorf,Germany,54.316667,9.683333,10060
Bad Orb,Germany,50.216667,9.35,10051
Goldbach,Germany,49.988889,9.186389,10038
Steinen,Germany,47.647177,7.741135,10038
Simbach,Germany,48.266667,13.016667,10015
Eisenberg,Germany,49.565833,8.07,9970
Meuselwitz,Germany,51.05,12.3,9953
Adendorf,Germany,53.283333,10.45,9917
Höhr-Grenzhausen,Germany,50.433333,7.666667,9906
Oberstdorf,Germany,47.4,10.283333,9895
Wallerfangen,Germany,49.333333,6.716667,9880
Köngen,Germany,48.683333,9.366667,9879
Falkenstein,Germany,50.483333,12.366667,9859
Ainring,Germany,47.816667,12.95,9852
Töging,Germany,48.25,12.583333,9830
Borgentreich,Germany,51.566667,9.25,9813
Stephanskirchen,Germany,47.85,12.183333,9812
Rüdesheim,Germany,49.983333,7.916667,9811
Dörverden,Germany,52.85,9.233333,9805
Kappeln,Germany,54.666667,9.933333,9801
Runkel,Germany,50.4,8.166667,9794
Furtwangen,Germany,48.05,8.2,9763
Lüchow,Germany,52.966667,11.15,9763
Altenholz,Germany,54.4,10.133333,9721
Elsterwerda,Germany,51.45,13.533333,9714
Miltenberg,Germany,49.703889,9.264444,9706
Egelsbach,Germany,49.971111,8.670278,9703
Plüderhausen,Germany,48.8,9.6,9697
Elze,Germany,52.116667,9.733333,9686
Tangermünde,Germany,52.55,11.95,9686
Teterow,Germany,53.783333,12.566667,9683
Ostercappeln,Germany,52.35,8.233333,9677
Barntrup,Germany,51.983333,9.116667,9666
Bad Liebenzell,Germany,48.766667,8.733333,9665
Liebenburg,Germany,52.016667,10.45,9649
Weilmünster,Germany,50.433333,8.366667,9637
Hainichen,Germany,50.966667,13.116667,9628
Nalbach,Germany,49.383333,6.783333,9616
Oberhausen-Rheinhausen,Germany,49.273889,8.471667,9580
Worpswede,Germany,53.216667,8.933333,9580
Kirchzarten,Germany,47.966667,7.95,9575
Barmstedt,Germany,53.783333,9.766667,9558
Helmbrechts,Germany,50.233333,11.7,9539
Bad Laer,Germany,52.1,8.083333,9514
Tecklenburg,Germany,52.216667,7.833333,9510
Bad Ems,Germany,50.333333,7.716667,9468
Wahlstedt,Germany,53.95,10.216667,9462
Querfurt,Germany,51.383333,11.6,9436
Gernsheim,Germany,49.76,8.495833,9435
Wetter,Germany,50.9,8.716667,9430
Volkach,Germany,49.866667,10.233333,9424
Tutzing,Germany,47.916667,11.283333,9411
Lenggries,Germany,47.683333,11.566667,9409
Furth im Wald,Germany,49.309722,12.84,9400
Schieder-Schwalenberg,Germany,51.883333,9.183333,9382
Tirschenreuth,Germany,49.8825,12.333056,9379
Sebnitz,Germany,50.966667,14.283333,9359
Kirchen,Germany,50.8,7.883333,9354
Aken,Germany,51.85,12.05,9350
Barth,Germany,54.366667,12.733333,9344
Heiligenhafen,Germany,54.366667,10.983333,9328
Plankstadt,Germany,49.394444,8.596111,9300
Elsfleth,Germany,53.233333,8.466667,9286
Dettingen,Germany,48.533333,9.35,9282
Grafenau,Germany,48.85,13.4,9180
Waldheim,Germany,51.066667,13.016667,9150
Neustadt,Germany,50.733333,11.75,9142
Bad Frankenhausen,Germany,51.35,11.1,9102
Fuldabrück,Germany,51.266667,9.483333,9098
Timmendorfer Strand,Germany,54,10.783333,9090
Ebersbach,Germany,51.016667,14.583333,9056
Vallendar,Germany,50.4,7.616667,9055
Klingenthal,Germany,50.366667,12.466667,8984
Bad Sooden-Allendorf,Germany,51.283333,9.983333,8955
Westerland,Germany,54.9,8.3,8927
Frickenhausen,Germany,48.6,9.366667,8917
Kirn,Germany,49.783333,7.45,8879
Biblis,Germany,49.691667,8.458611,8824
Bad Bevensen,Germany,53.083333,10.583333,8808
Coswig,Germany,51.883333,12.45,8729
Hermsdorf,Germany,50.9,11.866667,8728
Sontra,Germany,51.066667,9.933333,8618
Dannenberg,Germany,53.1,11.1,8612
Beeskow,Germany,52.166667,14.25,8547
Malchin,Germany,53.733333,12.783333,8413
Dornstadt,Germany,48.466667,9.95,8374
Weida,Germany,50.766667,12.066667,8355
Naila,Germany,50.316667,11.7,8349
Bad Sachsa,Germany,51.6,10.55,8245
Bützow,Germany,53.85,11.983333,8163
Gröditz,Germany,51.416667,13.45,8086
Gräfenhainichen,Germany,51.733333,12.45,8026
Lugau,Germany,50.733333,12.75,7779
Thalheim,Germany,50.7,12.85,7622
Osterburg,Germany,52.783333,11.766667,7255
Leuna,Germany,51.316667,12.016667,7100
Schwarzenbach,Germany,50.216667,11.933333,5074
